,DAY_OF_WEEK,DISTANCE_GROUP,AIRLINE_ID,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,DAY_OF_MONTH,MONTH,ORIG_STATE,DEST_STATE,DEP_TIME,OUT_TAXI,IN_TAXI,ELAPSED_TIME,NEW_DIST_GROUP
1002,5,2,19790,30397,33044,24.0,3.0,8,15.0,1500.0,10.0,5.0,75.0,350.0
1003,3,2,20409,31703,34492,29.0,3.0,32,25.0,900.0,30.0,5.0,105.0,450.0
1004,6,1,19690,32134,33830,18.0,3.0,9,9.0,1500.0,10.0,5.0,45.0,50.0
1005,5,2,19393,32575,32457,10.0,3.0,4,4.0,2100.0,10.0,5.0,75.0,350.0
1006,3,4,19977,30325,34570,8.0,3.0,5,31.0,2100.0,10.0,5.0,135.0,850.0
1007,3,5,19790,31703,33495,29.0,3.0,32,16.0,900.0,50.0,5.0,195.0,1150.0
1008,3,4,19977,32467,31453,29.0,3.0,7,42.0,1500.0,30.0,5.0,195.0,950.0
1009,5,4,19790,30397,31703,31.0,3.0,8,32.0,300.0,10.0,5.0,135.0,750.0
1010,3,2,19393,32457,32211,29.0,3.0,4,31.0,1500.0,10.0,5.0,75.0,450.0
1011,1,2,19393,32457,32211,6.0,3.0,4,31.0,2100.0,10.0,5.0,75.0,350.0
1012,4,3,19790,30620,31650,23.0,3.0,24,21.0,1500.0,10.0,5.0,105.0,750.0
1013,7,1,20409,31703,30852,12.0,3.0,32,44.0,2100.0,30.0,5.0,75.0,250.0
1014,6,3,20304,30977,32070,18.0,3.0,12,36.0,2100.0,30.0,5.0,105.0,550.0
1015,2,4,19790,32575,30559,7.0,3.0,4,47.0,900.0,10.0,62.5,195.0,950.0
1016,5,2,19805,30466,33570,10.0,3.0,3,4.0,2100.0,10.0,5.0,75.0,350.0
1017,5,6,19977,31703,31453,3.0,3.0,32,42.0,900.0,30.0,5.0,255.0,1450.0
1018,3,2,19393,32457,32211,15.0,3.0,4,31.0,1500.0,10.0,5.0,75.0,350.0
1019,4,1,20366,31140,31453,23.0,3.0,42,42.0,1500.0,10.0,5.0,45.0,250.0
1020,3,2,19805,30194,33495,22.0,3.0,42,16.0,2100.0,30.0,5.0,75.0,450.0
1021,6,5,19393,30257,31454,11.0,3.0,32,7.0,1500.0,10.0,5.0,165.0,1050.0
1022,7,2,19393,30852,33044,26.0,3.0,18,15.0,900.0,10.0,5.0,105.0,450.0
1023,5,2,20366,31295,31612,3.0,3.0,20,13.0,2100.0,10.0,5.0,75.0,350.0
1024,1,5,20436,33105,30325,27.0,3.0,15,5.0,1500.0,10.0,5.0,165.0,1050.0
1025,7,5,19805,30194,32467,26.0,3.0,42,7.0,1500.0,30.0,15.0,165.0,1150.0
1026,6,3,20304,34614,32457,25.0,3.0,43,4.0,900.0,30.0,5.0,135.0,550.0
1027,4,2,19393,32457,33570,9.0,3.0,4,4.0,900.0,10.0,5.0,75.0,450.0
1028,1,1,20366,31703,30852,27.0,3.0,29,44.0,1500.0,10.0,5.0,75.0,150.0
1029,4,2,19790,31123,31650,23.0,3.0,22,21.0,900.0,10.0,5.0,75.0,450.0
1030,7,2,19790,31504,30397,12.0,3.0,7,8.0,1500.0,10.0,5.0,75.0,250.0
1031,5,4,19805,30466,30423,10.0,3.0,3,42.0,2100.0,10.0,5.0,135.0,850.0
1032,5,5,19805,33667,30194,31.0,3.0,44,42.0,900.0,10.0,15.0,195.0,1250.0
1033,7,4,19393,31454,31066,12.0,3.0,7,33.0,1500.0,10.0,5.0,135.0,850.0
1034,4,8,19790,32575,30397,30.0,3.0,4,8.0,1500.0,10.0,5.0,285.0,1950.0
1035,4,5,19790,31703,33195,23.0,3.0,32,7.0,900.0,70.0,5.0,195.0,1050.0
1036,5,6,19930,30559,30299,17.0,3.0,47,0.0,2100.0,10.0,5.0,195.0,1450.0
1037,1,4,19805,31703,31454,20.0,3.0,32,7.0,900.0,30.0,15.0,165.0,950.0
1038,4,5,19393,30852,31453,9.0,3.0,44,42.0,1500.0,30.0,5.0,195.0,1250.0
1039,2,1,20304,31775,31650,28.0,3.0,40,21.0,1500.0,10.0,5.0,45.0,150.0
1040,6,5,20409,31703,31714,18.0,3.0,32,7.0,900.0,30.0,5.0,195.0,1050.0
1041,7,10,19930,32575,30852,19.0,3.0,4,44.0,1500.0,10.0,5.0,285.0,2350.0
1042,4,4,19977,31703,31454,16.0,3.0,29,7.0,2100.0,10.0,5.0,135.0,950.0
1043,3,2,19805,31295,34100,8.0,3.0,20,36.0,900.0,70.0,5.0,165.0,450.0
1044,4,2,20409,30785,31703,23.0,3.0,46,32.0,300.0,10.0,5.0,75.0,250.0
1045,4,2,20304,33198,31650,16.0,3.0,22,21.0,1500.0,10.0,5.0,75.0,350.0
1046,3,2,19805,30466,33570,29.0,3.0,3,4.0,900.0,10.0,5.0,75.0,350.0
1047,6,7,19790,33214,31703,25.0,3.0,42,32.0,900.0,10.0,5.0,225.0,1550.0
1048,3,2,20366,31453,31834,15.0,3.0,42,2.0,2100.0,10.0,5.0,75.0,450.0
1049,4,6,19805,30466,30977,23.0,3.0,3,12.0,1500.0,10.0,15.0,195.0,1450.0
1050,5,1,19790,31775,31650,3.0,3.0,40,21.0,300.0,10.0,5.0,45.0,150.0
1051,1,2,19805,30721,30852,20.0,3.0,17,44.0,900.0,10.0,5.0,75.0,350.0
1052,4,4,19805,30977,30194,2.0,3.0,12,42.0,1500.0,10.0,15.0,135.0,850.0
1053,5,4,19805,31136,30194,3.0,3.0,7,42.0,2100.0,10.0,5.0,165.0,950.0
1054,3,3,20366,31778,30397,1.0,3.0,2,8.0,900.0,10.0,5.0,105.0,550.0
1055,3,2,19393,34570,32211,1.0,3.0,31,31.0,1500.0,10.0,5.0,75.0,350.0
1056,6,2,20366,33256,31453,25.0,3.0,42,42.0,900.0,10.0,5.0,75.0,350.0
1057,4,2,20366,33728,31453,2.0,3.0,7,42.0,1500.0,10.0,5.0,105.0,450.0
1058,1,4,19393,33195,31066,6.0,3.0,7,33.0,900.0,10.0,5.0,135.0,850.0
1059,6,7,20436,30977,32575,4.0,3.0,12,4.0,1500.0,30.0,5.0,285.0,1750.0
1060,2,2,19393,31295,30852,21.0,3.0,20,18.0,1500.0,10.0,5.0,75.0,450.0
1061,1,4,19805,31650,30194,27.0,3.0,21,42.0,900.0,30.0,15.0,165.0,850.0
1062,6,2,19393,32457,32211,25.0,3.0,4,31.0,1500.0,10.0,5.0,75.0,350.0
1063,3,3,19790,30397,30194,8.0,3.0,8,42.0,1500.0,10.0,5.0,135.0,750.0
1064,2,3,19790,30397,31295,21.0,3.0,8,20.0,1500.0,10.0,5.0,105.0,550.0
1065,3,4,19790,33495,31295,22.0,3.0,16,20.0,300.0,10.0,5.0,135.0,950.0
1066,4,1,19977,33214,31453,30.0,3.0,42,42.0,900.0,10.0,5.0,45.0,150.0
1067,6,5,19805,31703,32467,4.0,3.0,32,7.0,1500.0,50.0,25.0,225.0,1050.0
1068,4,5,19977,30977,30849,16.0,3.0,12,24.0,2100.0,10.0,5.0,195.0,1150.0
1069,3,3,19805,30397,32467,29.0,3.0,8,7.0,2100.0,10.0,15.0,105.0,550.0
1070,4,10,19393,33570,30852,23.0,3.0,4,18.0,1500.0,10.0,5.0,255.0,2250.0
1071,4,2,19977,32457,32211,9.0,3.0,4,31.0,900.0,30.0,5.0,105.0,450.0
1072,6,5,20409,35096,31454,4.0,3.0,32,7.0,900.0,10.0,5.0,165.0,1050.0
1073,4,2,20366,31453,32448,23.0,3.0,42,23.0,900.0,10.0,5.0,75.0,350.0
1074,5,2,20304,30325,34614,31.0,3.0,5,43.0,900.0,10.0,5.0,75.0,350.0
1075,2,11,19805,32134,32575,21.0,3.0,9,4.0,1500.0,30.0,5.0,315.0,2550.0
1076,5,1,19393,31703,30852,24.0,3.0,32,18.0,1500.0,10.0,5.0,75.0,250.0
1077,1,5,19805,30194,32211,27.0,3.0,42,31.0,900.0,10.0,5.0,165.0,1050.0
1078,6,7,19977,30977,32211,25.0,3.0,12,31.0,1500.0,10.0,5.0,225.0,1550.0
1079,6,5,19393,32211,33198,11.0,3.0,31,22.0,900.0,10.0,5.0,165.0,1150.0
1080,5,4,19393,31714,30852,24.0,3.0,7,18.0,1500.0,10.0,5.0,135.0,950.0
1081,2,4,20436,30325,33485,21.0,3.0,5,48.0,900.0,10.0,5.0,105.0,850.0
1082,1,2,19393,30140,30466,20.0,3.0,30,3.0,900.0,10.0,5.0,75.0,350.0
1083,3,2,19393,30466,32575,8.0,3.0,3,4.0,1500.0,30.0,15.0,105.0,350.0
1084,2,2,20304,30325,31775,28.0,3.0,5,40.0,900.0,30.0,5.0,105.0,450.0
1085,3,2,20304,30713,34614,15.0,3.0,11,43.0,1500.0,10.0,5.0,45.0,250.0
1086,5,2,19805,34492,34100,24.0,3.0,25,36.0,1500.0,30.0,5.0,105.0,350.0
1087,5,6,19805,32457,30194,17.0,3.0,4,42.0,900.0,30.0,15.0,225.0,1450.0
1088,1,9,19393,32211,30852,20.0,3.0,31,18.0,900.0,10.0,5.0,255.0,2150.0
1089,5,7,19805,30194,34057,10.0,3.0,42,35.0,2100.0,30.0,5.0,255.0,1650.0
1090,5,1,19790,30397,30599,24.0,3.0,8,1.0,900.0,10.0,5.0,45.0,150.0
1091,2,5,19977,32467,31703,28.0,3.0,7,29.0,2100.0,10.0,5.0,165.0,1050.0
1092,7,1,19690,32134,33830,26.0,3.0,9,9.0,900.0,10.0,5.0,45.0,50.0
1093,7,2,20366,30397,30781,5.0,3.0,8,16.0,2100.0,10.0,5.0,75.0,450.0
1094,3,1,19690,32758,32134,8.0,3.0,9,9.0,900.0,10.0,5.0,45.0,150.0
1095,4,4,20416,32211,34057,23.0,3.0,31,35.0,1500.0,10.0,5.0,135.0,750.0
1096,7,4,20304,34057,32575,5.0,3.0,35,4.0,1500.0,10.0,5.0,135.0,850.0
1097,4,3,19393,30194,33316,16.0,3.0,42,27.0,900.0,10.0,5.0,105.0,550.0
1098,1,9,19805,30466,34100,20.0,3.0,3,36.0,1500.0,10.0,5.0,255.0,2050.0
1099,6,3,20304,30325,34794,11.0,3.0,5,43.0,2100.0,30.0,5.0,105.0,550.0
1100,3,3,20409,30721,31057,1.0,3.0,17,25.0,1500.0,10.0,5.0,165.0,750.0
1101,3,9,19805,32575,31057,8.0,3.0,4,25.0,2100.0,10.0,5.0,255.0,2150.0
1102,7,4,19393,30397,31650,26.0,3.0,8,21.0,1500.0,10.0,5.0,165.0,950.0
1103,3,7,20436,30325,34100,8.0,3.0,5,36.0,2100.0,10.0,5.0,195.0,1550.0
1104,3,5,20366,31703,33316,22.0,3.0,29,27.0,900.0,30.0,5.0,195.0,1150.0
1105,1,3,19805,30977,34492,27.0,3.0,12,25.0,2100.0,30.0,5.0,105.0,650.0
1106,5,1,19805,30194,33214,10.0,3.0,42,42.0,900.0,10.0,5.0,75.0,250.0
1107,3,5,20409,34027,31703,22.0,3.0,7,32.0,900.0,50.0,15.0,225.0,1050.0
1108,5,4,19393,30325,32457,24.0,3.0,5,4.0,1500.0,10.0,5.0,165.0,950.0
1109,2,4,19393,31123,33214,14.0,3.0,22,42.0,900.0,10.0,5.0,135.0,750.0
1110,1,1,19393,30198,30852,6.0,3.0,36,18.0,900.0,10.0,5.0,45.0,250.0
1111,6,5,19805,32467,31703,4.0,3.0,7,32.0,900.0,10.0,62.5,195.0,1050.0
1112,4,4,19393,30852,31454,23.0,3.0,44,7.0,900.0,10.0,5.0,105.0,750.0
1113,5,4,19805,34100,31454,3.0,3.0,36,7.0,900.0,10.0,15.0,165.0,850.0
1114,5,4,20366,33485,31703,17.0,3.0,48,29.0,1500.0,30.0,5.0,135.0,750.0
1115,4,7,19790,31703,30325,23.0,3.0,32,5.0,2100.0,30.0,5.0,285.0,1650.0
1116,1,2,21171,32575,32457,27.0,3.0,4,4.0,1500.0,10.0,5.0,75.0,350.0
1117,3,4,19790,31650,34100,22.0,3.0,21,36.0,1500.0,10.0,5.0,135.0,950.0
1118,1,3,19805,33316,30194,20.0,3.0,27,42.0,900.0,10.0,35.0,135.0,550.0
1119,3,1,19790,30397,34685,29.0,3.0,8,8.0,1500.0,10.0,5.0,45.0,250.0
1120,1,4,20366,31453,30436,6.0,3.0,42,3.0,1500.0,10.0,5.0,165.0,950.0
1121,7,1,20304,30325,30189,19.0,3.0,5,5.0,2100.0,10.0,5.0,45.0,50.0
1122,4,3,20304,31637,30977,23.0,3.0,26,12.0,900.0,10.0,15.0,105.0,550.0
1123,5,3,19805,31703,30977,10.0,3.0,29,12.0,900.0,115.0,5.0,195.0,750.0
1124,7,4,20304,33316,34614,19.0,3.0,27,43.0,300.0,30.0,5.0,165.0,850.0
1125,3,3,19790,34614,30559,1.0,3.0,43,47.0,1500.0,10.0,5.0,135.0,650.0
1126,6,5,19393,33316,32211,25.0,3.0,27,31.0,1500.0,10.0,5.0,165.0,1050.0
1127,5,2,19790,30397,31267,3.0,3.0,8,33.0,1500.0,10.0,5.0,105.0,450.0
1128,5,3,20366,31703,31057,31.0,3.0,32,25.0,900.0,115.0,15.0,225.0,550.0
1129,5,4,19930,30559,32575,17.0,3.0,47,4.0,2100.0,30.0,15.0,165.0,950.0
1130,1,5,20409,30529,32467,20.0,3.0,6,7.0,2100.0,10.0,5.0,165.0,1150.0
1131,5,3,19790,31295,31703,17.0,3.0,20,32.0,900.0,10.0,5.0,75.0,550.0
1132,5,4,19790,31650,30397,17.0,3.0,21,8.0,1500.0,10.0,5.0,135.0,950.0
1133,4,3,20366,31123,31453,9.0,3.0,22,42.0,900.0,10.0,5.0,135.0,650.0
1134,6,2,19790,30397,33105,18.0,3.0,8,15.0,1500.0,10.0,5.0,75.0,350.0
1135,7,5,19790,34614,33214,26.0,3.0,43,42.0,900.0,10.0,5.0,135.0,1050.0
1136,1,2,20304,32343,31650,20.0,3.0,21,21.0,1500.0,10.0,5.0,45.0,250.0
1137,7,2,19393,34492,30693,12.0,3.0,25,41.0,900.0,10.0,5.0,105.0,450.0
1138,3,3,20366,31834,30977,15.0,3.0,2,12.0,1500.0,10.0,15.0,105.0,550.0
1139,7,2,20366,30397,33795,26.0,3.0,8,25.0,900.0,10.0,5.0,75.0,350.0
1140,7,7,20436,30693,32211,12.0,3.0,41,31.0,1500.0,10.0,5.0,225.0,1550.0
1141,4,2,19790,33495,30397,16.0,3.0,16,8.0,1500.0,10.0,5.0,75.0,450.0
1142,7,2,20304,30977,32547,5.0,3.0,12,21.0,2100.0,30.0,5.0,75.0,250.0
1143,6,4,20304,34614,34653,11.0,3.0,43,34.0,1500.0,10.0,5.0,135.0,950.0
1144,5,2,19790,31252,30397,3.0,3.0,7,8.0,900.0,10.0,5.0,75.0,350.0
1145,3,3,19790,34614,33192,1.0,3.0,43,4.0,2100.0,10.0,5.0,105.0,550.0
1146,1,9,19393,33570,31454,13.0,3.0,4,7.0,900.0,10.0,15.0,285.0,2150.0
1147,7,7,20436,30977,32575,19.0,3.0,12,4.0,2100.0,30.0,5.0,285.0,1750.0
1148,4,3,19805,31057,30977,30.0,3.0,25,12.0,900.0,30.0,15.0,135.0,550.0
1149,5,2,19790,33244,30397,31.0,3.0,41,8.0,2100.0,10.0,5.0,75.0,350.0
1150,7,7,19393,34057,31123,19.0,3.0,35,22.0,900.0,10.0,5.0,195.0,1750.0
1151,7,3,19790,34614,32575,12.0,3.0,43,4.0,900.0,10.0,5.0,105.0,550.0
1152,5,3,20366,30599,30977,10.0,3.0,1,12.0,900.0,10.0,5.0,135.0,550.0
1153,4,5,20366,30647,31453,2.0,3.0,33,42.0,1500.0,10.0,5.0,195.0,1050.0
1154,5,4,19805,30194,34614,10.0,3.0,42,43.0,900.0,10.0,5.0,165.0,950.0
1155,7,2,19805,31057,30647,26.0,3.0,25,33.0,2100.0,10.0,5.0,105.0,450.0
1156,5,1,20304,31295,31823,24.0,3.0,20,13.0,1500.0,30.0,5.0,75.0,150.0
1157,2,4,20366,31703,33485,7.0,3.0,32,48.0,2100.0,10.0,5.0,135.0,850.0
1158,3,5,19977,30977,32441,8.0,3.0,12,49.0,900.0,30.0,5.0,195.0,1150.0
1159,4,1,20304,33105,31295,23.0,3.0,15,20.0,2100.0,30.0,5.0,75.0,250.0
1160,1,2,20366,33038,30194,13.0,3.0,42,42.0,900.0,10.0,25.0,105.0,350.0
1161,2,1,20304,30977,31267,7.0,3.0,12,33.0,1500.0,10.0,5.0,75.0,250.0
1162,4,2,19790,30397,32600,16.0,3.0,8,2.0,2100.0,10.0,5.0,75.0,450.0
1163,1,1,19977,31703,30721,20.0,3.0,29,17.0,1500.0,30.0,5.0,105.0,150.0
1164,7,4,19977,31454,30852,26.0,3.0,7,44.0,1500.0,10.0,5.0,135.0,750.0
1165,1,4,19790,33105,31454,27.0,3.0,15,7.0,1500.0,10.0,5.0,135.0,750.0
1166,5,6,19790,31650,33195,10.0,3.0,21,7.0,2100.0,30.0,5.0,195.0,1350.0
1167,5,2,20304,30325,32255,3.0,3.0,5,14.0,1500.0,10.0,5.0,75.0,250.0
1168,5,10,19977,31703,32575,3.0,3.0,29,4.0,1500.0,30.0,5.0,375.0,2450.0
1169,4,1,19977,30721,31703,16.0,3.0,17,29.0,900.0,10.0,5.0,75.0,150.0
1170,2,5,19930,30559,33570,14.0,3.0,47,4.0,2100.0,10.0,5.0,165.0,1050.0
1171,3,3,19805,30194,31123,22.0,3.0,42,22.0,900.0,10.0,5.0,105.0,550.0
1172,5,4,20366,31453,30436,3.0,3.0,42,3.0,900.0,10.0,5.0,165.0,950.0
1173,5,3,20366,30397,31834,24.0,3.0,8,2.0,1500.0,30.0,5.0,135.0,550.0
1174,1,4,19930,32575,34057,27.0,3.0,4,35.0,2100.0,30.0,5.0,165.0,850.0
1175,5,1,19790,31481,30397,10.0,3.0,7,8.0,900.0,10.0,5.0,45.0,250.0
1176,5,2,19790,31454,30397,3.0,3.0,7,8.0,900.0,10.0,15.0,75.0,450.0
1177,4,4,19393,31453,32337,16.0,3.0,42,13.0,1500.0,10.0,5.0,135.0,850.0
1178,6,3,19393,31066,30721,25.0,3.0,33,17.0,1500.0,10.0,5.0,105.0,650.0
1179,3,2,19393,32575,32457,1.0,3.0,4,4.0,2100.0,10.0,5.0,75.0,350.0
1180,4,4,19977,33195,31703,9.0,3.0,7,29.0,1500.0,10.0,15.0,165.0,950.0
1181,3,7,19393,30325,34100,15.0,3.0,5,36.0,2100.0,10.0,5.0,195.0,1550.0
1182,7,4,19977,33195,30852,5.0,3.0,7,44.0,900.0,10.0,5.0,135.0,850.0
1183,4,2,20304,31295,31612,9.0,3.0,20,13.0,1500.0,30.0,5.0,105.0,350.0
1184,4,4,19393,30693,33214,16.0,3.0,41,42.0,900.0,10.0,5.0,135.0,850.0
1185,3,5,19977,30325,33495,8.0,3.0,5,16.0,900.0,10.0,5.0,135.0,1050.0
1186,6,4,21171,30325,32457,18.0,3.0,5,4.0,1500.0,10.0,5.0,165.0,950.0
1187,4,4,19805,32467,31453,16.0,3.0,7,42.0,1500.0,10.0,5.0,165.0,950.0
1188,3,4,20304,32600,30325,1.0,3.0,2,5.0,1500.0,10.0,5.0,135.0,750.0
1189,7,4,20366,30599,31703,5.0,3.0,1,32.0,300.0,10.0,5.0,135.0,850.0
1190,5,5,19977,32467,30977,24.0,3.0,7,12.0,2100.0,10.0,15.0,195.0,1150.0
1191,6,7,19805,30977,33570,25.0,3.0,12,4.0,900.0,10.0,5.0,255.0,1750.0
1192,3,1,19393,32211,32575,15.0,3.0,31,4.0,300.0,10.0,15.0,75.0,250.0
1193,3,4,19393,31454,30852,1.0,3.0,7,18.0,1500.0,10.0,5.0,135.0,750.0
1194,4,8,20436,32457,30977,9.0,3.0,4,12.0,300.0,30.0,15.0,255.0,1850.0
1195,2,2,20304,32575,32457,21.0,3.0,4,4.0,900.0,10.0,5.0,75.0,350.0
1196,7,1,19690,32758,32134,12.0,3.0,9,9.0,900.0,10.0,5.0,45.0,150.0
1197,5,4,19790,31454,31295,24.0,3.0,7,20.0,900.0,10.0,5.0,135.0,950.0
1198,3,6,19805,30194,30713,22.0,3.0,42,11.0,1500.0,10.0,5.0,195.0,1250.0
1199,4,2,19393,33244,30977,16.0,3.0,41,12.0,300.0,10.0,5.0,105.0,450.0
1200,1,7,19393,31703,30325,13.0,3.0,32,5.0,900.0,30.0,5.0,285.0,1650.0
1201,7,4,19790,30559,32211,19.0,3.0,47,31.0,1500.0,10.0,5.0,165.0,850.0
1202,1,1,19805,32467,33195,13.0,3.0,7,7.0,2100.0,10.0,5.0,75.0,250.0
1203,6,6,19393,33342,30466,25.0,3.0,48,3.0,1500.0,10.0,5.0,225.0,1450.0
1204,5,3,19790,33667,30397,17.0,3.0,44,8.0,900.0,30.0,5.0,135.0,550.0
1205,3,4,20416,33195,30194,15.0,3.0,7,42.0,1500.0,10.0,5.0,165.0,950.0
1206,6,3,19393,31650,30325,11.0,3.0,21,5.0,2100.0,10.0,5.0,105.0,650.0
1207,7,1,20304,33570,32575,5.0,3.0,4,4.0,900.0,30.0,5.0,45.0,150.0
1208,3,4,20304,32575,34057,22.0,3.0,4,35.0,900.0,10.0,5.0,135.0,850.0
1209,3,4,19977,32467,31453,1.0,3.0,7,42.0,1500.0,10.0,5.0,165.0,950.0
1210,7,5,20304,31453,31295,19.0,3.0,42,20.0,1500.0,30.0,5.0,165.0,1050.0
1211,2,5,20409,31703,34986,28.0,3.0,32,7.0,900.0,50.0,5.0,195.0,1050.0
1212,3,3,19977,30852,30977,15.0,3.0,44,12.0,900.0,10.0,5.0,105.0,650.0
1213,6,6,19790,31650,30559,15.0,4.0,21,47.0,900.0,30.0,5.0,225.0,1350.0
1214,3,4,19393,34100,31454,5.0,4.0,36,7.0,1500.0,10.0,15.0,165.0,850.0
1215,1,4,19977,33195,31703,3.0,4.0,7,29.0,900.0,10.0,5.0,165.0,950.0
1216,4,2,19393,32457,32211,6.0,4.0,4,31.0,900.0,10.0,5.0,75.0,450.0
1217,1,1,19393,32575,32211,17.0,4.0,4,31.0,2100.0,10.0,15.0,75.0,150.0
1218,3,3,20304,32575,34614,19.0,4.0,4,43.0,1500.0,30.0,5.0,105.0,550.0
1219,4,2,19977,32457,32211,27.0,4.0,4,31.0,1500.0,30.0,5.0,105.0,450.0
1220,6,7,19790,30466,30397,1.0,4.0,3,8.0,300.0,10.0,5.0,225.0,1550.0
1221,7,3,20366,33044,31703,2.0,4.0,15,29.0,1500.0,10.0,5.0,105.0,650.0
1222,2,8,19393,30466,30852,4.0,4.0,3,18.0,900.0,10.0,25.0,255.0,1950.0
1223,5,1,20304,31823,30977,14.0,4.0,13,12.0,2100.0,10.0,15.0,75.0,150.0
1224,7,5,19393,31454,34819,30.0,4.0,7,37.0,2100.0,10.0,5.0,165.0,1150.0
1225,3,1,19393,31267,30977,26.0,4.0,33,12.0,1500.0,10.0,5.0,75.0,250.0
1226,1,4,20304,30559,32575,24.0,4.0,47,4.0,2100.0,30.0,15.0,165.0,950.0
1227,5,2,20304,30977,30198,21.0,4.0,12,36.0,1500.0,70.0,5.0,135.0,450.0
1228,3,11,20409,31703,32457,26.0,4.0,32,4.0,2100.0,30.0,5.0,375.0,2550.0
1229,7,4,19805,30466,30423,23.0,4.0,3,42.0,900.0,10.0,5.0,135.0,850.0
1230,6,3,19977,30977,31703,8.0,4.0,12,32.0,2100.0,10.0,5.0,105.0,750.0
1231,2,8,19977,30325,30721,25.0,4.0,5,17.0,900.0,10.0,5.0,225.0,1750.0
1232,1,3,19805,31703,31057,3.0,4.0,29,25.0,900.0,10.0,5.0,105.0,550.0
1233,7,2,19393,33316,30977,30.0,4.0,27,12.0,900.0,10.0,5.0,75.0,450.0
1234,6,5,19977,30466,31453,1.0,4.0,3,42.0,900.0,10.0,5.0,135.0,1050.0
1235,5,9,20436,32575,31454,7.0,4.0,4,7.0,300.0,30.0,15.0,315.0,2250.0
1236,7,3,20304,31823,30397,30.0,4.0,13,8.0,900.0,30.0,5.0,135.0,550.0
1237,2,1,20304,30397,31308,18.0,4.0,8,1.0,900.0,10.0,5.0,45.0,150.0
1238,7,3,19393,34492,32467,16.0,4.0,25,7.0,1500.0,10.0,15.0,135.0,650.0
1239,6,3,19393,30693,31454,8.0,4.0,41,7.0,300.0,10.0,5.0,105.0,650.0
1240,3,2,20304,30325,31865,12.0,4.0,5,49.0,900.0,30.0,5.0,75.0,350.0
1241,7,2,19393,32575,30466,2.0,4.0,4,3.0,900.0,30.0,5.0,75.0,350.0
1242,4,2,20416,31295,34100,13.0,4.0,20,36.0,1500.0,30.0,5.0,105.0,450.0
1243,4,5,19790,31714,31295,13.0,4.0,7,20.0,900.0,10.0,5.0,165.0,1050.0
1244,7,8,19393,31453,34057,30.0,4.0,42,35.0,1500.0,10.0,5.0,255.0,1850.0
1245,5,3,20304,32575,34614,28.0,4.0,4,43.0,900.0,10.0,5.0,105.0,550.0
1246,7,2,19790,30325,34614,9.0,4.0,5,43.0,1500.0,10.0,5.0,75.0,350.0
1247,6,3,19930,30559,31401,29.0,4.0,47,0.0,900.0,10.0,5.0,105.0,650.0
1248,2,10,19977,31703,30559,25.0,4.0,29,47.0,2100.0,70.0,5.0,375.0,2450.0
1249,2,3,19790,30397,30194,25.0,4.0,8,42.0,900.0,10.0,5.0,105.0,750.0
1250,3,5,21171,30194,32575,5.0,4.0,42,4.0,900.0,10.0,5.0,195.0,1250.0
1251,3,7,19393,32575,31123,26.0,4.0,4,22.0,1500.0,10.0,5.0,195.0,1550.0
1252,1,1,19805,34653,30194,10.0,4.0,34,42.0,1500.0,10.0,15.0,75.0,250.0
1253,6,3,19977,30852,30977,29.0,4.0,44,12.0,2100.0,30.0,5.0,135.0,550.0
1254,7,3,20416,30194,30397,16.0,4.0,42,8.0,900.0,10.0,5.0,105.0,750.0
1255,2,2,20304,32575,32457,18.0,4.0,4,4.0,900.0,10.0,5.0,75.0,350.0
1256,7,1,19790,30397,30255,16.0,4.0,8,1.0,2100.0,10.0,5.0,45.0,150.0
1257,7,2,20366,30397,31617,16.0,4.0,8,25.0,1500.0,10.0,5.0,75.0,450.0
1258,5,2,19393,31136,30397,28.0,4.0,7,8.0,1500.0,30.0,5.0,75.0,250.0
1259,6,2,20409,30852,30721,15.0,4.0,44,17.0,900.0,10.0,5.0,75.0,350.0
1260,3,2,19805,30977,31123,26.0,4.0,12,22.0,2100.0,10.0,5.0,75.0,250.0
1261,7,1,20409,30721,31703,30.0,4.0,17,32.0,1500.0,10.0,5.0,75.0,150.0
1262,1,5,20409,33195,30721,17.0,4.0,7,17.0,900.0,10.0,5.0,165.0,1150.0
1263,4,2,20409,32457,32575,6.0,4.0,4,4.0,1500.0,70.0,5.0,135.0,350.0
1264,4,7,19805,30977,34262,6.0,4.0,12,4.0,900.0,10.0,5.0,225.0,1650.0
1265,2,1,20304,34614,31921,18.0,4.0,43,5.0,2100.0,10.0,5.0,45.0,250.0
1266,2,3,19930,30559,34614,11.0,4.0,47,43.0,900.0,10.0,5.0,135.0,650.0
1267,5,2,19393,32457,32575,7.0,4.0,4,4.0,1500.0,10.0,5.0,75.0,350.0
1268,2,4,19393,30325,30977,4.0,4.0,5,12.0,1500.0,10.0,5.0,105.0,850.0
1269,4,2,20366,33158,31453,6.0,4.0,42,42.0,1500.0,10.0,15.0,75.0,450.0
1270,5,8,19393,32575,30977,7.0,4.0,4,12.0,900.0,10.0,5.0,225.0,1750.0
1271,3,2,20366,31703,31995,5.0,4.0,29,25.0,900.0,10.0,5.0,105.0,450.0
1272,1,2,19393,32206,31453,3.0,4.0,42,42.0,1500.0,10.0,5.0,45.0,250.0
1273,4,2,19393,30852,30994,20.0,4.0,18,39.0,900.0,10.0,5.0,105.0,450.0
