,DAY_OF_WEEK,DISTANCE_GROUP,AIRLINE_ID,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,DAY_OF_MONTH,MONTH,ORIG_STATE,DEST_STATE,DEP_TIME,OUT_TAXI,IN_TAXI,ELAPSED_TIME,NEW_DIST_GROUP
2595,1,2,19393,33495,30397,31.0,7.0,16,8.0,2100.0,10.0,15.0,105.0,450.0
2596,6,8,19977,30977,32457,15.0,7.0,12,4.0,2100.0,10.0,5.0,255.0,1850.0
2597,6,5,20436,30559,30325,15.0,7.0,47,5.0,900.0,10.0,15.0,165.0,1050.0
2598,5,3,19393,32457,34057,21.0,7.0,4,35.0,2100.0,10.0,5.0,75.0,550.0
2599,5,2,19805,34492,34100,7.0,7.0,25,36.0,1500.0,10.0,5.0,75.0,350.0
2600,3,6,19790,31650,31454,19.0,7.0,21,7.0,1500.0,30.0,5.0,195.0,1350.0
2601,7,11,19805,32575,32134,9.0,7.0,4,9.0,1500.0,10.0,5.0,315.0,2550.0
2602,1,10,19690,32134,32457,17.0,7.0,9,4.0,1500.0,10.0,5.0,285.0,2450.0
2603,1,1,20304,35041,34614,24.0,7.0,11,43.0,900.0,10.0,5.0,45.0,250.0
2604,1,8,19977,30325,30721,17.0,7.0,5,17.0,900.0,10.0,5.0,225.0,1750.0
2605,6,3,19393,31453,30397,22.0,7.0,42,8.0,900.0,10.0,15.0,135.0,650.0
2606,6,2,19790,30397,34524,29.0,7.0,8,44.0,2100.0,10.0,5.0,75.0,450.0
2607,3,6,19790,34614,30977,19.0,7.0,43,12.0,900.0,10.0,15.0,165.0,1250.0
2608,1,8,19977,32457,30977,3.0,7.0,4,12.0,900.0,30.0,5.0,255.0,1850.0
2609,1,3,20304,30255,30977,24.0,7.0,1,12.0,1500.0,10.0,15.0,105.0,550.0
2610,5,4,19805,34100,31454,7.0,7.0,36,7.0,900.0,10.0,15.0,135.0,850.0
2611,6,3,20304,32896,30466,22.0,7.0,42,3.0,1500.0,10.0,5.0,105.0,550.0
2612,7,3,20366,30397,30476,16.0,7.0,8,16.0,2100.0,10.0,5.0,105.0,550.0
2613,5,2,20366,33667,31703,7.0,7.0,44,29.0,900.0,30.0,25.0,105.0,250.0
2614,4,5,19805,32467,30194,27.0,7.0,7,42.0,900.0,10.0,35.0,195.0,1150.0
2615,3,2,20304,31977,31650,12.0,7.0,48,21.0,300.0,30.0,5.0,75.0,250.0
2616,7,1,20304,31295,31066,23.0,7.0,20,33.0,900.0,10.0,5.0,45.0,150.0
2617,5,4,19805,31454,31703,14.0,7.0,7,32.0,1500.0,10.0,15.0,165.0,950.0
2618,7,3,19790,32467,30397,9.0,7.0,7,8.0,2100.0,10.0,15.0,105.0,550.0
2619,3,2,19790,33360,30397,5.0,7.0,7,8.0,1500.0,30.0,15.0,105.0,450.0
2620,7,1,20409,31703,33541,30.0,7.0,32,17.0,2100.0,30.0,5.0,75.0,150.0
2621,4,9,19790,32457,30397,6.0,7.0,4,8.0,900.0,10.0,5.0,285.0,2150.0
2622,3,3,19393,33214,33198,19.0,7.0,42,22.0,1500.0,10.0,5.0,105.0,750.0
2623,4,5,20416,32575,30194,20.0,7.0,4,42.0,2100.0,10.0,5.0,165.0,1250.0
2624,7,3,19930,32523,30299,30.0,7.0,0,0.0,2100.0,10.0,5.0,105.0,550.0
2625,2,2,20304,30135,31295,18.0,7.0,36,20.0,300.0,10.0,5.0,105.0,450.0
2626,1,2,19790,31066,30397,17.0,7.0,33,8.0,1500.0,10.0,5.0,75.0,450.0
2627,6,3,19393,34492,31123,29.0,7.0,25,22.0,900.0,10.0,5.0,105.0,650.0
2628,1,2,19393,30466,30615,17.0,7.0,3,42.0,1500.0,10.0,5.0,75.0,350.0
2629,5,6,19805,30194,31703,28.0,7.0,42,32.0,1500.0,10.0,15.0,225.0,1350.0
2630,5,4,19790,31650,32441,28.0,7.0,21,49.0,1500.0,10.0,5.0,135.0,850.0
2631,7,5,20416,33195,30977,30.0,7.0,7,12.0,1500.0,10.0,15.0,165.0,1050.0
2632,1,5,19393,30693,30325,24.0,7.0,41,5.0,1500.0,10.0,5.0,165.0,1050.0
2633,1,10,19977,30852,32457,31.0,7.0,18,4.0,300.0,10.0,5.0,345.0,2450.0
2634,7,4,20366,31977,30397,2.0,7.0,48,8.0,300.0,10.0,5.0,135.0,750.0
2635,6,1,19690,33830,32134,15.0,7.0,9,9.0,1500.0,10.0,5.0,45.0,50.0
2636,4,5,20409,30721,31454,27.0,7.0,17,7.0,2100.0,10.0,5.0,165.0,1150.0
2637,2,2,20304,31775,30977,4.0,7.0,40,12.0,2100.0,10.0,15.0,105.0,450.0
2638,7,7,19790,31295,32211,23.0,7.0,20,31.0,900.0,10.0,5.0,255.0,1750.0
2639,2,3,19790,30397,33198,11.0,7.0,8,22.0,2100.0,30.0,5.0,135.0,650.0
2640,1,3,19805,30194,33316,31.0,7.0,42,27.0,1500.0,10.0,5.0,105.0,550.0
2641,1,3,20304,32457,35041,24.0,7.0,4,11.0,1500.0,30.0,5.0,105.0,550.0
2642,7,2,20409,30785,31703,23.0,7.0,46,32.0,900.0,10.0,5.0,75.0,250.0
2643,7,2,19393,31123,30397,2.0,7.0,22,8.0,900.0,10.0,5.0,75.0,450.0
2644,1,11,20409,30721,32575,10.0,7.0,17,4.0,900.0,30.0,15.0,375.0,2650.0
2645,2,1,20304,30977,31267,11.0,7.0,12,33.0,900.0,50.0,5.0,105.0,250.0
2646,2,1,20409,30721,31703,25.0,7.0,17,29.0,900.0,30.0,15.0,75.0,150.0
2647,4,8,19977,30977,32457,6.0,7.0,12,4.0,2100.0,30.0,5.0,285.0,1850.0
2648,5,1,20366,30397,30208,7.0,7.0,8,8.0,900.0,30.0,5.0,45.0,150.0
2649,5,2,20304,31003,31295,21.0,7.0,10,20.0,900.0,10.0,5.0,75.0,450.0
2650,5,4,20304,32457,30325,7.0,7.0,4,5.0,1500.0,10.0,5.0,165.0,950.0
2651,1,3,19790,30397,32467,17.0,7.0,8,7.0,900.0,10.0,5.0,105.0,550.0
2652,6,3,20304,30397,32951,8.0,7.0,8,16.0,900.0,10.0,5.0,105.0,550.0
2653,5,6,19977,31648,30977,7.0,7.0,24,12.0,1500.0,10.0,15.0,195.0,1350.0
2654,6,7,19977,30325,31703,1.0,7.0,5,32.0,300.0,10.0,5.0,195.0,1650.0
2655,4,1,19790,31295,32337,13.0,7.0,20,13.0,900.0,10.0,5.0,45.0,250.0
2656,1,1,20304,31308,30397,31.0,7.0,1,8.0,900.0,10.0,5.0,45.0,150.0
2657,1,4,19790,30397,31703,17.0,7.0,8,32.0,900.0,10.0,5.0,135.0,750.0
2658,6,4,19790,34100,31650,29.0,7.0,36,21.0,1500.0,30.0,5.0,165.0,950.0
2659,7,5,19393,33316,30852,9.0,7.0,27,44.0,1500.0,10.0,5.0,135.0,1050.0
2660,6,1,20304,32884,31295,29.0,7.0,20,20.0,900.0,30.0,5.0,75.0,50.0
2661,6,2,19393,32457,32575,15.0,7.0,4,4.0,1500.0,10.0,5.0,75.0,350.0
2662,5,1,19805,30194,33214,14.0,7.0,42,42.0,1500.0,10.0,5.0,45.0,250.0
2663,2,4,19393,30325,33192,11.0,7.0,5,4.0,2100.0,10.0,5.0,135.0,950.0
2664,7,1,19977,32457,34570,30.0,7.0,4,31.0,900.0,30.0,5.0,75.0,150.0
2665,6,1,19690,33830,32134,8.0,7.0,9,9.0,900.0,10.0,5.0,45.0,50.0
2666,6,4,20304,30325,32575,15.0,7.0,5,4.0,2100.0,10.0,5.0,135.0,850.0
2667,2,8,19790,32575,31295,18.0,7.0,4,20.0,900.0,10.0,5.0,285.0,1950.0
2668,7,3,19790,30194,30397,9.0,7.0,42,8.0,1500.0,10.0,15.0,135.0,750.0
2669,1,1,19805,31453,30194,17.0,7.0,42,42.0,2100.0,30.0,15.0,75.0,250.0
2670,5,4,19930,32575,30559,21.0,7.0,4,47.0,900.0,10.0,5.0,135.0,950.0
2671,1,3,19393,32457,30559,17.0,7.0,4,47.0,2100.0,10.0,5.0,105.0,650.0
2672,6,9,19977,32211,31703,29.0,7.0,31,29.0,900.0,30.0,5.0,285.0,2250.0
2673,1,4,20416,30194,31295,31.0,7.0,42,20.0,2100.0,10.0,5.0,165.0,950.0
2674,6,1,19393,33198,31123,1.0,7.0,22,22.0,900.0,10.0,5.0,45.0,250.0
2675,6,3,20304,31703,30977,15.0,7.0,32,12.0,900.0,30.0,15.0,165.0,750.0
2676,1,3,20436,30325,33198,10.0,7.0,5,22.0,900.0,10.0,5.0,105.0,550.0
2677,2,2,20304,30559,30713,18.0,7.0,47,11.0,2100.0,10.0,5.0,75.0,350.0
2678,4,4,19805,33495,30977,20.0,7.0,16,12.0,900.0,10.0,15.0,165.0,850.0
2679,6,7,19805,30977,34570,29.0,7.0,12,31.0,900.0,10.0,5.0,255.0,1650.0
2680,7,3,19393,33198,30423,30.0,7.0,22,42.0,1500.0,10.0,15.0,105.0,650.0
2681,1,4,19930,30559,32211,17.0,7.0,47,31.0,1500.0,50.0,5.0,195.0,850.0
2682,7,2,20366,30647,31703,9.0,7.0,33,29.0,300.0,10.0,5.0,75.0,350.0
2683,3,1,20304,35380,30977,19.0,7.0,20,12.0,2100.0,10.0,15.0,75.0,250.0
2684,4,4,19805,30194,31066,20.0,7.0,42,33.0,2100.0,10.0,5.0,135.0,950.0
2685,4,2,20304,30466,34674,13.0,7.0,3,30.0,1500.0,10.0,5.0,75.0,350.0
2686,7,1,20304,33785,30466,9.0,7.0,3,3.0,900.0,10.0,5.0,45.0,150.0
2687,2,4,20409,31454,31703,25.0,7.0,7,29.0,900.0,10.0,5.0,135.0,950.0
2688,4,10,20409,32575,32467,27.0,7.0,4,7.0,900.0,10.0,15.0,315.0,2350.0
2689,7,3,19805,30194,30325,2.0,7.0,42,5.0,2100.0,10.0,5.0,105.0,650.0
2690,6,2,19393,33316,30977,1.0,7.0,27,12.0,1500.0,10.0,25.0,75.0,450.0
2691,5,3,19393,34100,30693,14.0,7.0,36,41.0,300.0,10.0,5.0,105.0,650.0
2692,2,4,19790,30397,31703,11.0,7.0,8,32.0,1500.0,10.0,25.0,135.0,750.0
2693,6,8,20409,30721,30325,1.0,7.0,17,5.0,900.0,10.0,5.0,255.0,1750.0
2694,2,2,20366,31703,34576,25.0,7.0,32,32.0,1500.0,30.0,5.0,75.0,250.0
2695,2,1,20366,31140,31453,4.0,7.0,42,42.0,1500.0,10.0,15.0,45.0,250.0
2696,7,3,20436,31423,30325,9.0,7.0,10,5.0,1500.0,10.0,25.0,105.0,550.0
2697,2,5,19393,30852,31453,25.0,7.0,18,42.0,2100.0,10.0,5.0,195.0,1250.0
2698,2,1,20304,30397,30894,11.0,7.0,8,23.0,1500.0,50.0,5.0,75.0,250.0
2699,1,5,21171,30194,32575,10.0,7.0,42,4.0,900.0,10.0,15.0,195.0,1250.0
2700,5,4,19977,30325,30977,28.0,7.0,5,12.0,900.0,10.0,15.0,135.0,850.0
2701,2,1,19393,30194,30423,4.0,7.0,42,42.0,900.0,10.0,5.0,45.0,150.0
2702,6,2,20366,30397,30781,8.0,7.0,8,16.0,1500.0,30.0,15.0,105.0,450.0
2703,6,5,19930,33570,30559,1.0,7.0,4,47.0,2100.0,10.0,5.0,165.0,1050.0
2704,7,5,19805,33316,30466,23.0,7.0,27,3.0,1500.0,10.0,5.0,165.0,1050.0
2705,4,4,20304,32575,30559,20.0,7.0,4,47.0,900.0,50.0,5.0,195.0,950.0
2706,4,3,20304,30977,30434,13.0,7.0,12,36.0,1500.0,30.0,5.0,135.0,650.0
2707,4,4,19930,32211,34057,13.0,7.0,31,35.0,300.0,10.0,5.0,135.0,750.0
2708,3,2,19805,30194,33495,5.0,7.0,42,16.0,2100.0,115.0,5.0,195.0,450.0
2709,3,3,19790,30852,30397,5.0,7.0,18,8.0,1500.0,50.0,5.0,135.0,550.0
2710,3,1,19790,30693,30397,26.0,7.0,41,8.0,1500.0,10.0,5.0,75.0,250.0
2711,7,3,19393,30852,30397,16.0,7.0,44,8.0,900.0,10.0,15.0,105.0,550.0
2712,5,3,19805,31057,30721,14.0,7.0,25,38.0,900.0,10.0,5.0,105.0,650.0
2713,5,3,19393,30325,31650,28.0,7.0,5,21.0,1500.0,115.0,5.0,165.0,650.0
2714,3,5,19393,32575,30194,5.0,7.0,4,42.0,1500.0,10.0,25.0,195.0,1250.0
2715,1,3,19790,34614,30466,31.0,7.0,43,3.0,2100.0,30.0,5.0,105.0,550.0
2716,3,9,19805,33192,31057,26.0,7.0,4,25.0,2100.0,10.0,5.0,315.0,2250.0
2717,4,5,19393,33195,34819,20.0,7.0,7,37.0,900.0,10.0,25.0,195.0,1250.0
2718,1,2,20304,34614,34794,17.0,7.0,43,43.0,2100.0,10.0,5.0,45.0,250.0
2719,6,4,19977,33495,30977,29.0,7.0,16,12.0,1500.0,10.0,5.0,135.0,850.0
2720,2,7,19805,30559,30977,18.0,7.0,47,12.0,1500.0,10.0,5.0,225.0,1750.0
2721,6,2,20409,30721,30198,29.0,7.0,17,36.0,2100.0,10.0,5.0,105.0,450.0
2722,2,2,19977,30529,30852,4.0,7.0,6,44.0,300.0,10.0,5.0,75.0,350.0
2723,4,8,19393,32457,30977,13.0,7.0,4,12.0,1500.0,30.0,5.0,255.0,1850.0
2724,5,4,20304,30194,31650,14.0,7.0,42,21.0,1500.0,10.0,5.0,135.0,850.0
2725,4,1,19393,31721,30977,13.0,7.0,20,12.0,900.0,10.0,5.0,75.0,250.0
2726,3,11,19790,31703,32457,5.0,7.0,32,4.0,900.0,30.0,15.0,375.0,2550.0
2727,5,4,19977,32467,31453,21.0,7.0,7,42.0,900.0,10.0,5.0,135.0,950.0
2728,2,6,19790,30397,30615,25.0,7.0,8,42.0,2100.0,30.0,5.0,195.0,1250.0
2729,3,7,19393,30693,32211,12.0,7.0,41,31.0,300.0,10.0,5.0,195.0,1550.0
2730,3,4,19977,30977,31453,5.0,7.0,12,42.0,900.0,10.0,5.0,165.0,950.0
2731,2,7,20436,30325,31454,18.0,7.0,5,7.0,900.0,10.0,25.0,225.0,1550.0
2732,4,4,19393,33195,30423,13.0,7.0,7,42.0,1500.0,10.0,5.0,135.0,950.0
2733,7,7,19790,30423,31703,23.0,7.0,42,32.0,1500.0,10.0,15.0,225.0,1550.0
2734,5,10,19393,30852,30559,7.0,7.0,18,47.0,1500.0,10.0,5.0,345.0,2350.0
2735,2,3,19977,30977,30852,25.0,7.0,12,44.0,1500.0,30.0,5.0,135.0,650.0
2736,7,3,20304,34614,31603,23.0,7.0,43,35.0,2100.0,10.0,5.0,105.0,650.0
2737,3,1,19790,30397,31057,26.0,7.0,8,25.0,2100.0,10.0,15.0,75.0,250.0
2738,2,3,19977,32457,30559,25.0,7.0,4,47.0,1500.0,30.0,15.0,135.0,650.0
2739,5,2,19805,34100,30721,14.0,7.0,36,17.0,900.0,10.0,5.0,75.0,250.0
2740,2,5,19393,30977,30140,25.0,7.0,12,30.0,900.0,30.0,15.0,165.0,1150.0
2741,6,1,20304,31884,30559,29.0,7.0,47,47.0,300.0,10.0,15.0,75.0,250.0
2742,2,4,20416,31295,33495,11.0,7.0,20,16.0,1500.0,10.0,5.0,165.0,950.0
2743,7,2,19790,33495,30397,2.0,7.0,16,8.0,900.0,10.0,5.0,75.0,450.0
2744,7,4,19393,31454,30852,9.0,7.0,7,18.0,900.0,10.0,5.0,105.0,750.0
2745,5,4,19790,35096,30397,28.0,7.0,32,8.0,900.0,10.0,5.0,135.0,750.0
2746,7,3,20366,30721,30647,2.0,7.0,17,33.0,900.0,30.0,5.0,135.0,550.0
2747,1,2,20304,32575,32457,24.0,7.0,4,4.0,1500.0,10.0,15.0,75.0,350.0
2748,5,3,19790,30397,30647,21.0,7.0,8,33.0,1500.0,30.0,5.0,105.0,550.0
2749,6,1,19790,30431,30397,15.0,7.0,25,8.0,900.0,30.0,5.0,75.0,150.0
2750,1,2,19790,33244,30397,31.0,7.0,41,8.0,1500.0,10.0,15.0,75.0,350.0
2751,7,3,20304,31295,30255,23.0,7.0,20,1.0,2100.0,30.0,5.0,105.0,550.0
2752,5,4,19977,31453,30325,7.0,7.0,42,5.0,900.0,30.0,5.0,135.0,850.0
2753,7,11,19790,31703,32457,16.0,7.0,32,4.0,2100.0,30.0,35.0,520.0,2550.0
2754,6,4,20436,30325,31453,8.0,7.0,5,42.0,900.0,10.0,5.0,135.0,850.0
2755,6,2,20304,30977,33316,8.0,7.0,12,27.0,1500.0,10.0,5.0,75.0,450.0
2756,5,2,19393,33570,30466,28.0,7.0,4,3.0,900.0,10.0,5.0,75.0,350.0
2757,1,7,19805,30977,32575,17.0,7.0,12,4.0,900.0,10.0,5.0,225.0,1750.0
2758,1,5,19393,32467,30977,31.0,7.0,7,12.0,2100.0,10.0,5.0,195.0,1150.0
2759,2,1,19805,30194,33214,18.0,7.0,42,42.0,1500.0,30.0,5.0,75.0,250.0
2760,3,7,19930,30299,34057,19.0,7.0,0,35.0,300.0,10.0,5.0,225.0,1550.0
2761,2,1,19393,31453,30194,18.0,7.0,42,42.0,900.0,10.0,5.0,75.0,250.0
2762,4,1,20366,31453,30185,27.0,7.0,42,16.0,1500.0,10.0,5.0,45.0,150.0
2763,6,10,19977,32457,32758,8.0,7.0,4,9.0,1500.0,30.0,5.0,315.0,2350.0
2764,6,4,19805,31057,30194,8.0,7.0,25,42.0,1500.0,115.0,15.0,255.0,950.0
2765,3,2,20304,33367,31295,26.0,7.0,12,20.0,1500.0,30.0,5.0,105.0,350.0
2766,3,3,19805,31057,30529,5.0,7.0,25,6.0,1500.0,10.0,5.0,105.0,650.0
2767,5,9,19977,32457,30647,14.0,7.0,4,33.0,2100.0,50.0,5.0,315.0,2150.0
2768,3,1,19393,31703,30852,26.0,7.0,32,18.0,300.0,10.0,5.0,45.0,250.0
2769,2,2,19790,33495,30397,4.0,7.0,16,8.0,1500.0,30.0,5.0,105.0,450.0
2770,6,1,20304,31337,31650,15.0,7.0,21,21.0,900.0,10.0,5.0,45.0,150.0
2771,7,7,19393,33195,30325,2.0,7.0,7,5.0,1500.0,10.0,5.0,225.0,1550.0
2772,7,7,20436,30325,31703,2.0,7.0,5,32.0,900.0,10.0,5.0,225.0,1650.0
2773,5,3,19790,31295,30397,14.0,7.0,20,8.0,1500.0,10.0,15.0,135.0,550.0
2774,1,5,19393,32575,33214,31.0,7.0,4,42.0,1500.0,10.0,5.0,165.0,1250.0
2775,6,1,19393,30852,30198,22.0,7.0,18,36.0,900.0,10.0,5.0,45.0,250.0
2776,1,2,19805,30466,33570,3.0,7.0,3,4.0,2100.0,30.0,5.0,75.0,350.0
2777,2,2,19393,30852,34492,11.0,7.0,18,25.0,1500.0,10.0,5.0,75.0,250.0
2778,4,4,20304,31650,34492,6.0,7.0,21,25.0,1500.0,30.0,5.0,135.0,950.0
2779,4,3,19393,30397,30852,13.0,7.0,8,44.0,2100.0,10.0,5.0,105.0,550.0
2780,4,3,19790,30397,30852,13.0,7.0,8,44.0,900.0,10.0,5.0,105.0,550.0
2781,2,1,20409,30721,31703,18.0,7.0,17,32.0,1500.0,30.0,5.0,75.0,150.0
2782,2,7,19805,30466,30397,18.0,7.0,3,8.0,1500.0,10.0,25.0,285.0,1550.0
2783,4,7,20436,34100,30325,6.0,7.0,36,5.0,1500.0,10.0,15.0,225.0,1550.0
2784,3,2,19393,30436,32211,26.0,7.0,3,31.0,2100.0,10.0,15.0,75.0,350.0
2785,6,2,20304,32280,30325,1.0,7.0,11,5.0,1500.0,10.0,5.0,105.0,450.0
2786,6,3,19790,34614,32575,15.0,7.0,43,4.0,900.0,10.0,5.0,105.0,550.0
2787,3,2,19805,30194,33495,19.0,7.0,42,16.0,900.0,30.0,5.0,75.0,450.0
2788,5,2,19393,32575,32457,14.0,7.0,4,4.0,900.0,10.0,5.0,75.0,350.0
2789,1,5,19393,31454,30721,24.0,7.0,7,38.0,2100.0,10.0,5.0,135.0,1050.0
2790,5,2,19790,34524,30397,7.0,7.0,44,8.0,900.0,10.0,5.0,105.0,450.0
2791,3,2,19393,31650,30977,12.0,7.0,21,12.0,2100.0,30.0,15.0,135.0,350.0
2792,6,3,20366,31453,34783,8.0,7.0,42,22.0,900.0,10.0,5.0,105.0,550.0
2793,1,5,19805,30194,31714,3.0,7.0,42,7.0,1500.0,10.0,5.0,135.0,1050.0
2794,1,7,19790,34614,30397,31.0,7.0,43,8.0,300.0,10.0,5.0,195.0,1550.0
2795,4,8,19977,31453,30559,27.0,7.0,42,47.0,900.0,10.0,15.0,255.0,1850.0
2796,2,7,19393,30599,32211,4.0,7.0,1,31.0,900.0,10.0,5.0,225.0,1650.0
2797,1,4,20304,34236,30325,10.0,7.0,4,5.0,300.0,10.0,5.0,165.0,950.0
2798,4,5,20416,32467,30721,20.0,7.0,7,17.0,900.0,10.0,15.0,195.0,1250.0
2799,5,2,20304,31650,30685,21.0,7.0,21,12.0,1500.0,30.0,5.0,75.0,350.0
2800,6,7,20409,30721,31453,22.0,7.0,17,42.0,900.0,10.0,5.0,225.0,1650.0
2801,1,1,19393,32575,32211,24.0,7.0,4,31.0,900.0,30.0,5.0,105.0,250.0
2802,6,5,19805,32467,34100,15.0,7.0,7,36.0,2100.0,10.0,15.0,195.0,1050.0
2803,7,2,19393,33495,30397,23.0,7.0,16,8.0,900.0,10.0,15.0,105.0,450.0
2804,1,1,20409,31703,35096,31.0,7.0,32,32.0,900.0,10.0,5.0,75.0,250.0
2805,5,1,19977,30194,31453,28.0,7.0,42,42.0,300.0,30.0,5.0,75.0,250.0
2806,5,2,19790,34614,32211,28.0,7.0,43,31.0,2100.0,10.0,5.0,75.0,350.0
2807,7,2,19393,30721,30852,16.0,7.0,28,18.0,900.0,10.0,5.0,75.0,350.0
2808,7,3,19805,30615,30194,16.0,7.0,42,42.0,900.0,10.0,15.0,105.0,550.0
2809,3,3,20304,34783,30325,26.0,7.0,22,5.0,1500.0,10.0,5.0,105.0,650.0
2810,7,3,19393,32457,34057,2.0,7.0,4,35.0,1500.0,10.0,5.0,75.0,550.0
2811,1,2,19790,30397,34492,17.0,7.0,8,25.0,2100.0,30.0,5.0,75.0,350.0
2812,4,5,19790,32467,31703,20.0,7.0,7,32.0,1500.0,50.0,15.0,255.0,1050.0
2813,3,3,19805,30977,31703,19.0,7.0,12,32.0,900.0,10.0,5.0,105.0,750.0
2814,7,2,19790,33105,30852,16.0,7.0,15,44.0,2100.0,10.0,5.0,75.0,450.0
2815,6,5,20409,32467,31703,29.0,7.0,7,32.0,900.0,30.0,15.0,195.0,1050.0
2816,5,7,19805,34570,30977,28.0,7.0,31,12.0,900.0,30.0,15.0,225.0,1650.0
2817,6,1,19393,32211,32575,22.0,7.0,31,4.0,2100.0,10.0,5.0,45.0,250.0
2818,6,7,19977,30977,32211,8.0,7.0,12,31.0,1500.0,10.0,5.0,225.0,1550.0
2819,6,4,19977,31603,30325,15.0,7.0,35,5.0,300.0,10.0,5.0,135.0,950.0
2820,1,2,20409,30198,30721,3.0,7.0,36,17.0,2100.0,10.0,5.0,75.0,450.0
2821,4,1,19790,30397,30980,27.0,7.0,8,41.0,1500.0,30.0,5.0,45.0,150.0
2822,5,6,19790,30559,30299,28.0,7.0,47,0.0,2100.0,10.0,5.0,195.0,1450.0
2823,2,2,19805,30198,34100,25.0,7.0,36,36.0,1500.0,10.0,5.0,75.0,250.0
2824,3,10,19790,32575,31703,19.0,7.0,4,32.0,1500.0,10.0,5.0,315.0,2450.0
2825,2,4,20416,31650,30194,18.0,7.0,21,42.0,2100.0,30.0,5.0,135.0,850.0
2826,3,5,19805,30466,34057,5.0,7.0,3,35.0,1500.0,10.0,5.0,135.0,1050.0
2827,7,2,20304,33044,30977,9.0,7.0,15,12.0,900.0,10.0,5.0,75.0,250.0
2828,2,1,20409,32575,32211,18.0,7.0,4,31.0,900.0,10.0,25.0,75.0,250.0
2829,4,5,20409,34027,30529,13.0,7.0,7,6.0,2100.0,10.0,5.0,165.0,1150.0
2830,2,4,19393,30852,32467,25.0,7.0,18,7.0,1500.0,10.0,5.0,135.0,950.0
2831,6,5,19790,31650,30423,29.0,7.0,21,42.0,1500.0,10.0,5.0,135.0,1050.0
2832,1,2,19393,30693,30977,17.0,7.0,41,12.0,300.0,10.0,5.0,75.0,350.0
2833,5,5,20409,34027,30529,28.0,7.0,7,6.0,2100.0,10.0,5.0,225.0,1150.0
2834,1,8,19977,30325,30721,17.0,7.0,5,17.0,900.0,10.0,5.0,225.0,1750.0
2835,1,2,20304,32457,34489,17.0,7.0,4,35.0,2100.0,30.0,5.0,75.0,450.0
2836,2,1,20304,30372,30325,4.0,7.0,5,5.0,1500.0,10.0,5.0,45.0,150.0
2837,2,3,19790,31453,30397,18.0,7.0,42,8.0,1500.0,10.0,5.0,135.0,650.0
2838,2,10,19977,32575,33830,4.0,7.0,4,9.0,900.0,10.0,5.0,315.0,2450.0
2839,3,5,20409,31714,31703,19.0,7.0,7,32.0,2100.0,30.0,5.0,165.0,1050.0
2840,4,3,20304,30436,30325,20.0,7.0,3,5.0,900.0,10.0,5.0,105.0,650.0
2841,5,10,19805,32575,32467,7.0,7.0,4,7.0,900.0,10.0,5.0,315.0,2350.0
2842,6,5,19393,33570,33214,8.0,7.0,4,42.0,900.0,10.0,5.0,165.0,1150.0
2843,2,2,20409,32457,32575,25.0,7.0,4,4.0,900.0,10.0,5.0,75.0,350.0
2844,3,5,19930,30466,30559,19.0,7.0,3,47.0,300.0,10.0,5.0,165.0,1150.0
2845,7,8,19790,34057,31295,30.0,7.0,35,20.0,2100.0,10.0,5.0,225.0,1950.0
2846,1,5,19805,30194,32575,17.0,7.0,42,4.0,2100.0,10.0,5.0,165.0,1150.0
2847,3,5,19393,30194,33570,30.0,8.0,42,4.0,1500.0,10.0,5.0,165.0,1150.0
2848,7,4,20366,31703,30397,13.0,8.0,32,8.0,2100.0,10.0,15.0,135.0,750.0
2849,7,2,19393,32211,32457,6.0,8.0,31,4.0,2100.0,10.0,5.0,75.0,350.0
2850,6,4,19393,30325,33342,19.0,8.0,5,48.0,900.0,10.0,5.0,135.0,850.0
2851,4,3,19790,30397,32467,10.0,8.0,8,7.0,2100.0,10.0,5.0,105.0,550.0
2852,2,2,20366,34574,30397,1.0,8.0,44,8.0,1500.0,10.0,5.0,75.0,350.0
2853,1,11,19805,32457,31703,28.0,8.0,4,32.0,900.0,10.0,5.0,315.0,2550.0
2854,7,10,19930,30852,32575,13.0,8.0,18,4.0,900.0,10.0,5.0,345.0,2350.0
2855,3,2,19790,34492,30397,23.0,8.0,25,8.0,2100.0,10.0,5.0,75.0,350.0
2856,2,5,19805,32575,30194,15.0,8.0,4,42.0,1500.0,10.0,15.0,165.0,1250.0
2857,6,6,19977,33570,31453,5.0,8.0,4,42.0,900.0,30.0,5.0,195.0,1350.0
2858,2,8,19393,30325,30721,22.0,8.0,5,17.0,900.0,30.0,15.0,285.0,1750.0
2859,7,4,19393,30194,31066,6.0,8.0,42,33.0,2100.0,10.0,15.0,135.0,950.0
2860,4,4,19805,33105,30194,17.0,8.0,15,42.0,900.0,10.0,15.0,135.0,850.0
2861,3,1,20304,31150,30397,23.0,8.0,8,8.0,900.0,10.0,5.0,75.0,50.0
2862,5,4,19977,30325,32457,11.0,8.0,5,4.0,900.0,30.0,5.0,165.0,950.0
2863,3,3,19393,31066,30721,9.0,8.0,33,17.0,1500.0,10.0,15.0,105.0,650.0
2864,7,10,20436,32457,31454,27.0,8.0,4,7.0,2100.0,10.0,5.0,315.0,2450.0
2865,7,2,20304,31295,30852,6.0,8.0,20,44.0,1500.0,10.0,5.0,75.0,350.0
2866,7,4,19393,30721,30977,27.0,8.0,38,12.0,300.0,10.0,5.0,135.0,850.0
